force,stroke
6606.937,2.751458
6606.849,2.751615
6606.77,2.751781
6606.928,2.751948
6606.944,2.752115
6606.579,2.752281
6606.674,2.752448
6607,2.752614
6606.865,2.752781
6606.849,2.752948
6607.39,2.753114
6607.071,2.753281
6606.761,2.753448
6606.809,2.753615
6606.976,2.753781
6606.77,2.753948
6606.785,2.754115
6607.175,2.754281
6606.881,2.754448
6606.674,2.754615
6607.08,2.754792
6607.31,2.754958
6607.27,2.755125
6606.976,2.755292
6606.499,2.755448
6606.698,2.755615
6606.746,2.755781
6606.873,2.755948
6606.817,2.756114
6606.968,2.756281
6606.928,2.756448
6606.873,2.756614
6607.064,2.756781
6607.286,2.756948
6607.262,2.757115
6607.509,2.757281
6607.214,2.757448
6606.968,2.757615
6606.904,2.757781
6606.992,2.757948
6606.754,2.758115
6607.095,2.758281
6607.095,2.758448
6607.104,2.758615
6607.23,2.758781
6607.429,2.758948
6607.731,2.759115
6607.588,2.759281
6606.928,2.759448
6606.913,2.759614
6607.159,2.759781
6607.302,2.759948
6607.652,2.760115
6607.429,2.760281
6607.429,2.760448
6607.413,2.760615
6607.429,2.760781
6607.493,2.760948
6607.485,2.761115
6607.541,2.761281
6607.556,2.761448
6607.294,2.761615
6607.183,2.761781
6607.58,2.761948
6607.485,2.762115
6607.421,2.762281
6606.968,2.762448
6607.35,2.762614
6607.684,2.762771
6607.731,2.762938
6607.397,2.763104
6607.31,2.763271
6607.016,2.763438
6607.087,2.763604
6607.572,2.763771
6607.644,2.763937
6607.866,2.764104
6608.001,2.764281
6607.739,2.764448
6607.564,2.764615
6607.413,2.764781
6607.35,2.764948
6607.588,2.765115
6607.517,2.765281
6607.652,2.765448
6607.445,2.765615
6607.548,2.765781
6607.866,2.765948
6608.001,2.766114
6607.199,2.766281
6607.254,2.766448
6607.667,2.766614
6608.049,2.766781
6607.875,2.766948
6607.469,2.767115
6607.755,2.767281
6607.954,2.767448
6607.787,2.767615
6607.866,2.767781
6607.803,2.767948
6607.994,2.768115
6607.93,2.768281
6607.755,2.768448
6607.985,2.768615
6607.898,2.768781
6607.795,2.768958
6607.58,2.769125
6608.033,2.769292
6608.391,2.769458
6608.28,2.769625
6608.185,2.769792
6608.28,2.769958
6608.447,2.770125
6608.216,2.770292
6608.438,2.770458
6607.827,2.770625
6608.304,2.770792
6608.542,2.770958
6608.121,2.771125
6608.327,2.771292
6608.709,2.771458
6608.582,2.771625
6608.375,2.771792
6608.025,2.771958
6608.295,2.772125
6608.701,2.772292
6608.423,2.772458
6608.28,2.772614
6608.375,2.772781
6608.232,2.772948
6608.311,2.773114
6608.423,2.773281
6607.994,2.773448
6608.001,2.773615
6608.526,2.773781
6608.558,2.773948
6608.104,2.774115
6608.454,2.774281
6608.669,2.774448
6608.311,2.774615
6608.104,2.774781
6608.161,2.774948
6607.954,2.775115
6608.582,2.775281
6608.454,2.775448
6607.875,2.775615
6607.644,2.775781
6607.994,2.775948
6608.042,2.776114
6607.875,2.776281
6608.185,2.776448
6608.343,2.776615
6608.542,2.776781
6608.645,2.776948
6608.582,2.777115
6608.295,2.777281
6608.454,2.777448
6608.844,2.777615
6609.186,2.777781
6608.582,2.777948
6608.47,2.778115
6608.883,2.778281
6609.035,2.778448
6608.653,2.778615
6608.43,2.778781
6608.423,2.778948
6608.264,2.779114
6608.216,2.779281
6608.526,2.779448
6608.796,2.779614
6608.749,2.779781
6608.995,2.779948
6608.963,2.780115
6608.749,2.780281
6608.494,2.780448
6608.892,2.780615
6608.868,2.780781
6608.573,2.780948
6608.812,2.781115
6608.788,2.781281
6609.193,2.781448
6609.122,2.781615
6609.002,2.781781
6608.82,2.781948
6608.605,2.782115
6608.987,2.782281
6609.09,2.782448
6609.193,2.782614
6608.947,2.782781
6608.558,2.782948
6608.613,2.783115
6609.098,2.783271
6609.138,2.783437
6608.788,2.783604
6608.963,2.783771
6608.796,2.783937
6609.241,2.784104
6608.892,2.784271
6608.788,2.784437
6609.035,2.784604
6608.907,2.784771
6609.114,2.784937
6608.677,2.785115
6608.979,2.785281
6609.066,2.785448
6609.336,2.785614
6609.122,2.785781
6609.472,2.785948
6609.67,2.786114
6609.599,2.786281
6608.995,2.786448
6609.019,2.786615
6609.05,2.786781
6609.066,2.786948
6609.074,2.787115
6609.448,2.787281
6609.472,2.787448
6609.368,2.787615
6609.432,2.787781
6608.916,2.787948
6609.289,2.788115
6609.416,2.788281
6609.487,2.788448
6609.098,2.788615
6608.677,2.788781
6609.186,2.788948
6609.209,2.789114
6608.979,2.789281
6609.336,2.789448
6609.496,2.789625
6609.448,2.789792
6609.376,2.789958
6609.654,2.790125
6609.408,2.790292
6609.845,2.790458
6609.726,2.790625
6609.345,2.790792
6609.4,2.790958
6610.02,2.791125
6610.338,2.791292
6610.417,2.791458
6610.203,2.791625
6609.702,2.791792
6609.885,2.791958
6609.94,2.792125
6609.949,2.792292
6609.742,2.792458
6609.773,2.792625
6610.068,2.792792
6609.797,2.792958
6609.623,2.793125
6609.551,2.793292
6609.702,2.793458
6610.092,2.793625
6610.052,2.793792
6610.044,2.793958
6610.298,2.794115
6609.853,2.794281
6609.718,2.794448
6609.797,2.794615
6609.917,2.794781
6609.702,2.794948
6609.376,2.795115
6609.479,2.795281
6609.456,2.795448
6609.909,2.795614
6609.773,2.795792
6609.591,2.795958
6609.376,2.796125
6609.559,2.796292
6610.139,2.796458
6609.806,2.796625
6609.575,2.796781
6610.092,2.796948
6610.354,2.797115
6610.195,2.797281
6610.139,2.797448
6610.155,2.797615
6609.663,2.797781
6610.044,2.797948
6610.409,2.798115
6610.219,2.798281
6609.83,2.798448
6609.773,2.798615
6610.076,2.798781
6610.513,2.798938
6610.116,2.799104
6609.813,2.799281
6610.671,2.799448
6610.576,2.799615
6609.821,2.799781
6609.758,2.799948
6610.187,2.800115
6610.441,2.800281
6610.116,2.800448
6610.242,2.800615
6610.489,2.800781
6610.25,2.800948
6610.227,2.801115
6609.782,2.801281
6610.473,2.801448
6610.576,2.801615
6610.465,2.801781
6610.608,2.801948
6610.497,2.802114
6610.545,2.802281
6610.433,2.802448
6610.449,2.802614
6610.743,2.802781
6610.814,2.802948
6610.64,2.803115
6610.671,2.803281
6610.695,2.803448
6610.759,2.803615
6610.64,2.803781
6610.441,2.803948
6610.814,2.804115
6610.695,2.804281
6610.664,2.804437
6610.751,2.804604
6611.045,2.804771
6610.783,2.804937
6610.322,2.805104
6610.25,2.805271
6610.25,2.805438
6610.378,2.805604
6610.854,2.805771
6610.521,2.805938
6610.608,2.806114
6610.417,2.806281
6610.592,2.806448
6610.854,2.806615
6610.489,2.806781
6610.624,2.806948
6611.037,2.807115
6611.061,2.807281
6610.719,2.807448
6610.728,2.807615
6610.616,2.807781
6610.799,2.807948
6610.799,2.808115
6610.647,2.808281
6610.767,2.808448
6611.268,2.808614
6611.212,2.808781
6610.647,2.808948
6610.671,2.809114
6610.759,2.809281
6610.998,2.809448
6611.109,2.809615
6610.814,2.809781
6610.974,2.809948
6610.981,2.810115
6610.807,2.810281
6611.085,2.810458
6611.22,2.810625
6611.236,2.810792
6611.045,2.810958
6611.133,2.811125
6611.347,2.811292
6611.093,2.811458
6611.228,2.811625
6611.315,2.811792
6611.101,2.811958
6610.878,2.812125
6611.069,2.812292
6611.466,2.812458
6611.363,2.812625
6611.403,2.812792
6611.363,2.812958
6611.339,2.813125
6611.554,2.813292
6611.482,2.813458
6611.148,2.813625
6611.323,2.813792
6611.299,2.813958
6611.323,2.814125
6611.085,2.814292
6611.172,2.814458
6611.013,2.814615
6610.926,2.814781
6610.592,2.814948
6610.767,2.815114
6610.902,2.815281
6610.6,2.815448
6610.728,2.815614
6611.021,2.815781
6611.371,2.815948
6611.299,2.816115
6610.902,2.816281
6610.6,2.816448
6610.592,2.816615
6610.775,2.816781
6610.807,2.816948
6610.958,2.817115
6611.522,2.817281
6611.729,2.817448
6611.737,2.817615
6611.8,2.817781
6611.411,2.817948
6611.308,2.818115
6611.458,2.818281
6611.514,2.818448
6611.57,2.818614
6611.308,2.818781
6611.403,2.818948
6611.625,2.819114
6611.808,2.819281
6611.642,2.819448
6611.435,2.819615
6611.332,2.819781
6611.276,2.819948
6611.308,2.820115
6611.292,2.820281
6611.458,2.820448
6611.117,2.820615
6611.26,2.820781
6611.538,2.820948
6611.339,2.821115
6611.435,2.821281
6611.332,2.821448
6611.657,2.821615
6612.063,2.821781
6612.269,2.821948
6612.054,2.822114
6611.427,2.822281
6611.506,2.822448
6611.633,2.822625
6611.681,2.822781
6611.323,2.822948
6611.101,2.823115
6611.403,2.823281
6611.562,2.823448
6611.824,2.823615
6611.284,2.823781
6611.602,2.823948
6611.904,2.824115
6611.745,2.824281
6611.594,2.824448
6611.475,2.824615
6611.649,2.824781
6612.03,2.824948
6611.752,2.825114
6611.585,2.825271
6611.967,2.825438
6611.562,2.825604
6611.499,2.825771
6611.752,2.825938
6611.752,2.826104
6611.673,2.826271
6612.063,2.826448
6611.673,2.826615
6611.633,2.826781
6611.808,2.826948
6612.023,2.827115
6611.649,2.827281
6611.745,2.827448
6611.935,2.827615
6612.34,2.827781
6611.967,2.827948
6611.53,2.828115
6611.442,2.828281
6612.182,2.828448
6612.158,2.828614
6612.166,2.828781
6612.349,2.828948
6612.166,2.829114
6612.054,2.829281
6612.316,2.829448
6611.856,2.829615
6611.824,2.829781
6612.436,2.829948
6612.746,2.830115
6612.293,2.830281
6612.436,2.830448
6612.921,2.830615
6612.476,2.830781
6611.911,2.830948
6611.975,2.831115
6612.309,2.831281
6612.468,2.831448
6612.349,2.831625
6612.277,2.831792
6612.356,2.831958
6612.261,2.832125
6612.682,2.832292
6612.579,2.832458
6612.65,2.832625
6612.316,2.832792
6612.166,2.832958
6612.476,2.833125
6612.412,2.833292
6612.547,2.833458
6612.825,2.833625
6612.73,2.833792
6612.587,2.833958
6612.539,2.834125
6612.65,2.834292
6612.659,2.834458
6612.309,2.834625
6612.15,2.834792
6612.293,2.834948
6612.682,2.835114
6612.778,2.835281
6612.802,2.835448
6612.34,2.835614
6612.173,2.835781
6612.563,2.835948
6612.38,2.836115
6612.595,2.836281
6612.659,2.836448
6612.635,2.836615
6612.698,2.836781
6612.968,2.836948
6612.937,2.837115
6612.682,2.837281
6612.571,2.837448
6612.388,2.837615
6612.206,2.837781
6612.428,2.837948
6612.507,2.838115
6612.428,2.838281
6612.611,2.838448
6612.833,2.838614
6612.762,2.838781
6612.825,2.838948
6612.984,2.839115
6613.23,2.839281
6613.318,2.839448
6613.056,2.839615
6613.056,2.839781
6613.064,2.839948
6613.12,2.840115
6612.968,2.840281
6613.294,2.840437
6612.953,2.840604
6612.81,2.840781
6612.81,2.840948
6613.104,2.841115
6613.144,2.841281
6612.945,2.841448
6612.682,2.841614
6612.778,2.841781
6613.096,2.841948
6613.144,2.842114
6612.929,2.842281
6613.104,2.842448
6613.064,2.842615
6613.191,2.842781
6612.913,2.842948
6613.088,2.843115
6612.96,2.843281
6613.207,2.843448
6613.144,2.843615
6613.406,2.843781
6613.35,2.843948
6613.016,2.844115
6612.921,2.844281
6612.786,2.844448
6612.77,2.844615
6613.421,2.844781
6613.39,2.844948
6612.77,2.845114
6612.953,2.845281
6613.294,2.845448
6613.461,2.845615
6613.318,2.845771
6613.024,2.845937
6612.968,2.846104
6613.23,2.846271
6613.311,2.846437
6613.223,2.846604
6613.167,2.846771
6613.239,2.846937
6613.207,2.847104
6613.294,2.847271
6613.183,2.847437
6613.151,2.847615
6613.072,2.847781
6613.445,2.847948
6613.461,2.848114
6613.723,2.848281
6613.708,2.848448
6613.397,2.848614
6613.287,2.848781
6613.437,2.848948
6613.509,2.849115
6613.708,2.849281
6614.105,2.849448
6613.938,2.849615
6613.699,2.849781
6613.859,2.849948
6613.731,2.850115
6613.35,2.850281
6613.716,2.850448
6613.692,2.850615
6613.66,2.850781
6613.922,2.850948
6613.962,2.851115
6613.93,2.851281
6613.994,2.851448
6614.304,2.851614
6614.128,2.851792
6613.89,2.851958
6613.668,2.852125
6613.763,2.852292
6613.859,2.852458
6613.573,2.852625
6613.708,2.852792
6614.073,2.852958
6614.271,2.853125
6614.295,2.853292
6613.89,2.853458
6613.851,2.853635
6614.152,2.853802
6614.009,2.853969
6613.859,2.854135
6614.161,2.854302
6614.335,2.854469
6614.248,2.854625
6613.946,2.854792
6614.081,2.854958
6614.669,2.855125
6614.701,2.855292
6614.271,2.855458
6613.875,2.855625
6613.994,2.855792
6614.232,2.855958
6614.335,2.856125
6614.089,2.856281
6614.089,2.856448
6614.152,2.856615
6614.121,2.856781
6613.994,2.856948
6613.811,2.857115
6613.597,2.857281
6614.121,2.857448
6614.248,2.857615
6613.787,2.857781
6613.501,2.857948
6613.588,2.858114
6613.731,2.858281
6613.922,2.858448
6614.097,2.858614
6614.646,2.858781
6614.646,2.858948
6614.168,2.859125
6613.755,2.859281
6613.866,2.859448
6614.105,2.859615
6614.407,2.859781
6614.224,2.859948
6613.994,2.860115
6613.859,2.860281
6614.192,2.860448
6614.185,2.860615
6614.351,2.860781
6614.455,2.860948
6614.534,2.861115
6614.55,2.861281
6614.462,2.861448
6614.185,2.861614
6613.866,2.861781
6613.922,2.861948
6614.049,2.862115
6613.842,2.862281
6613.978,2.862448
6614.399,2.862615
6614.328,2.862781
6614.518,2.862948
6614.328,2.863115
6614.772,2.863281
6614.51,2.863448
6614.407,2.863615
6614.415,2.863781
6614.343,2.863948
6614.256,2.864115
6614.51,2.864281
6614.669,2.864448
6614.717,2.864614
6614.836,2.864781
6614.534,2.864948
6614.415,2.865114
6614.677,2.865281
6614.939,2.865448
6614.701,2.865615
6614.582,2.865781
6614.438,2.865948
6614.494,2.866115
6614.542,2.866281
6614.765,2.866437
6615.019,2.866604
6614.932,2.866771
6614.534,2.866937
6614.558,2.867104
6614.765,2.867271
6614.542,2.867437
6614.407,2.867604
6614.328,2.867771
6614.677,2.867938
6614.614,2.868104
6614.447,2.868271
6614.471,2.868438
6614.923,2.868614
6614.78,2.868781
6614.749,2.868948
6614.447,2.869115
6614.629,2.869281
6614.725,2.869448
6614.852,2.869615
6614.622,2.869781
6614.733,2.869948
6615.123,2.870115
6614.916,2.870281
6614.796,2.870448
6614.717,2.870615
6615.003,2.870781
6615.249,2.870948
6615.011,2.871114
6614.741,2.871281
6614.932,2.871448
6615.123,2.871614
6615.099,2.871781
6614.939,2.871948
6615.297,2.872115
6615.225,2.872281
6614.899,2.872448
6615.075,2.872615
6615.242,2.872781
6614.892,2.872948
6614.479,2.873125
6615.019,2.873292
6615.13,2.873458
6614.828,2.873625
6615.011,2.873792
6615.273,2.873958
6615.011,2.874125
6614.725,2.874292
6615.209,2.874458
6615.345,2.874625
6615.154,2.874792
6615.464,2.874958
6615.488,2.875125
6614.923,2.875292
6615.368,2.875458
6615.854,2.875625
6615.861,2.875792
6615.671,2.875958
6615.178,2.876125
6615.543,2.876292
6615.567,2.876458
6615.051,2.876625
6614.86,2.876792
6615.75,2.876948
6616.004,2.877115
6615.48,2.877292
6615.218,2.877448
6615.488,2.877614
6615.242,2.877781
6615.385,2.877948
6615.551,2.878114
6615.504,2.878281
6615.385,2.878448
6615.353,2.878615
6615.464,2.878781
6615.297,2.878948
6614.995,2.879115
6615.123,2.879281
6615.416,2.879458
6615.511,2.879625
6615.194,2.879792
6615.385,2.879958
6615.257,2.880125
6615.225,2.880292
6615.345,2.880458
6615.209,2.880615
6615.504,2.880781
6615.233,2.880948
6615.599,2.881114
6615.734,2.881281
6615.257,2.881448
6615.042,2.881614
6615.019,2.881781
6615.432,2.881948
6615.202,2.882115
6615.408,2.882281
6615.75,2.882448
6615.368,2.882615
6615.265,2.882781
6615.456,2.882948
6615.154,2.883115
6615.242,2.883281
6615.742,2.883448
6615.75,2.883615
6615.782,2.883781
6615.496,2.883948
6615.424,2.884115
6615.559,2.884281
6615.504,2.884448
6615.265,2.884614
6615.797,2.884781
6615.925,2.884958
6616.044,2.885125
6615.71,2.885292
6615.869,2.885458
6616.02,2.885625
6615.917,2.885781
6615.988,2.885948
6616.147,2.886115
6616.267,2.886281
6616.187,2.886448
6616.274,2.886615
6615.773,2.886781
6615.615,2.886948
6615.615,2.887115
6615.639,2.887281
6615.663,2.887448
6615.797,2.887614
6615.71,2.887781
6615.361,2.887938
6615.964,2.888104
6615.631,2.888271
6615.496,2.888438
6615.599,2.888604
6615.988,2.888781
6615.647,2.888948
6615.75,2.889115
6615.48,2.889281
6615.766,2.889448
6615.742,2.889615
6615.488,2.889781
6615.52,2.889948
6615.79,2.890115
6615.766,2.890281
6615.893,2.890448
6616.012,2.890615
6616.068,2.890781
6615.98,2.890948
6616.306,2.891114
6616.171,2.891281
6616.076,2.891448
6616.028,2.891614
6615.957,2.891781
6616.171,2.891948
6616.243,2.892115
6615.94,2.892281
6615.94,2.892448
6615.854,2.892615
6616.203,2.892781
6616.465,2.892948
6615.917,2.893115
6616.243,2.893281
6616.179,2.893448
6616.163,2.893615
6616.672,2.893792
6616.425,2.893958
6616.1,2.894125
6616.489,2.894292
6616.64,2.894458
6616.33,2.894625
6616.568,2.894792
6616.259,2.894958
6616.521,2.895125
6616.958,2.895292
6616.632,2.895458
6616.441,2.895625
6616.513,2.895792
6616.163,2.895958
6616.894,2.896125
6617.173,2.896292
6616.568,2.896458
6616.338,2.896625
6616.592,2.896792
6616.37,2.896958
6616.441,2.897125
6616.768,2.897292
6616.441,2.897458
6616.131,2.897625
6617.021,2.897781
6616.656,2.897948
6616.25,2.898114
6616.458,2.898281
6616.338,2.898448
6616.25,2.898615
6616.402,2.898781
6616.386,2.898948
6616.155,2.899115
6616.473,2.899281
6616.942,2.899448
6616.744,2.899615
6616.505,2.899781
6616.584,2.899948
6616.577,2.900115
6616.616,2.900281
6616.648,2.900448
6616.545,2.900625
6616.243,2.900792
6616.711,2.900958
6617.308,2.901114
6616.672,2.901281
6616.537,2.901448
6616.863,2.901615
6616.68,2.901781
6616.561,2.901948
6616.608,2.902115
6616.338,2.902281
6616.513,2.902448
6616.568,2.902615
6616.25,2.902781
6616.187,2.902948
6616.601,2.903104
6616.473,2.903271
6616.465,2.903448
6616.179,2.903615
6616.768,2.903781
6616.831,2.903948
6616.775,2.904114
6616.227,2.904281
6616.02,2.904448
6616.568,2.904614
6616.791,2.904781
6616.458,2.904948
6616.592,2.905115
6616.918,2.905281
6617.014,2.905448
6616.998,2.905615
6616.688,2.905781
6616.759,2.905948
6616.998,2.906115
6616.768,2.906281
6616.553,2.906448
6616.434,2.906615
6616.902,2.906781
6617.236,2.906948
6616.807,2.907115
6616.577,2.907281
6617.22,2.907448
6617.188,2.907614
6617.077,2.907781
6616.863,2.907938
6616.402,2.908104
6616.545,2.908271
6616.99,2.908437
6616.902,2.908604
6616.807,2.908771
6617.411,2.908937
6617.403,2.909104
6617.045,2.909271
6617.165,2.909437
6616.823,2.909604
6616.847,2.909771
6616.616,2.909937
6616.902,2.910104
6617.045,2.910271
6617.18,2.910448
6617.109,2.910614
6617.228,2.910781
6617.292,2.910948
6617.021,2.911114
6616.998,2.911281
6617.403,2.911448
6617.157,2.911615
6616.672,2.911781
6617.006,2.911948
6617.379,2.912115
6617.943,2.912281
6617.594,2.912448
6617.03,2.912615
6616.958,2.912781
6617.379,2.912948
6618.063,2.913115
6617.8,2.913281
6617.387,2.913448
6617.475,2.913615
6617.769,2.913781
6617.395,2.913948
6617.403,2.914114
6617.745,2.914281
6617.792,2.914448
6617.236,2.914625
6617.109,2.914792
6617.451,2.914948
6617.721,2.915125
6617.609,2.915292
6617.292,2.915458
6617.101,2.915625
6617.594,2.915792
6617.642,2.915958
6617.649,2.916125
6617.752,2.916292
6617.499,2.916458
6617.371,2.916625
6617.602,2.916792
6617.522,2.916958
6617.642,2.917125
6618.086,2.917292
6617.808,2.917458
6617.197,2.917625
6617.482,2.917792
6617.666,2.917958
6617.959,2.918125
6617.729,2.918292
6617.204,2.918458
6617.53,2.918625
6617.824,2.918781
6617.101,2.918948
6616.982,2.919115
6617.347,2.919281
6617.411,2.919448
6617.721,2.919615
6617.347,2.919781
6617.006,2.919948
6617.077,2.920115
6617.419,2.920281
6617.609,2.920448
6617.522,2.920614
6617.157,2.920781
6617.268,2.920948
6617.276,2.921114
6617.252,2.921281
6617.506,2.921448
6617.585,2.921615
6617.363,2.921781
6617.427,2.921948
6617.403,2.922115
6617.713,2.922281
6617.705,2.922448
6617.983,2.922615
6617.442,2.922781
6617.84,2.922948
6617.959,2.923115
6617.594,2.923281
6617.332,2.923448
6617.499,2.923604
6617.792,2.923771
6617.816,2.923938
6617.49,2.924104
6617.411,2.924271
6617.125,2.924438
6617.268,2.924604
6617.546,2.924771
6617.705,2.924948
6617.856,2.925115
6617.585,2.925281
6617.435,2.925448
6617.84,2.925615
6617.427,2.925781
6617.49,2.925948
6617.681,2.926115
6617.967,2.926281
6617.936,2.926448
6617.943,2.926615
6617.848,2.926781
6617.896,2.926948
6618.071,2.927114
6617.824,2.927281
6617.745,2.927448
6618.023,2.927614
6617.936,2.927781
6617.832,2.927948
6617.666,2.928115
6617.57,2.928281
6617.752,2.928448
6618.142,2.928615
6618.015,2.928781
6617.967,2.928948
6618.349,2.929104
6618.261,2.929271
6617.912,2.929437
6617.594,2.929604
6617.943,2.929771
6618.063,2.929937
6617.578,2.930104
6617.689,2.930271
6617.681,2.930438
6617.959,2.930604
6618.007,2.930771
6618.206,2.930938
6618.357,2.931114
6617.951,2.931281
6617.713,2.931448
6617.832,2.931615
6617.904,2.931781
6617.919,2.931948
6618.214,2.932115
6618.126,2.932281
6617.8,2.932448
6617.896,2.932615
6618.595,2.932781
6618.603,2.932948
6618.237,2.933115
6618.023,2.933281
6618.063,2.933448
6618.333,2.933614
6618.229,2.933781
6618.27,2.933948
6618.079,2.934114
6618.301,2.934281
6618.508,2.934448
6618.73,2.934615
6618.532,2.934781
6618.437,2.934948
6618.246,2.935115
6618.253,2.935292
6618.333,2.935458
6618.46,2.935625
6618.373,2.935792
6618.413,2.935958
6618.627,2.936125
6618.413,2.936292
6618.556,2.936458
6618.619,2.936625
6618.699,2.936792
6617.721,2.936958
6617.872,2.937125
6618.15,2.937292
6618.468,2.937458
6618.54,2.937625
6618.532,2.937792
6618.58,2.937958
6618.699,2.938125
6618.437,2.938292
6618.15,2.938458
6618.301,2.938625
6618.237,2.938792
6618.723,2.938958
6618.69,2.939125
6618.413,2.939292
6618.341,2.939458
6618.373,2.939615
6618.627,2.939781
6618.627,2.939948
6618.563,2.940114
6618.802,2.940281
6618.309,2.940448
6617.761,2.940614
6618.103,2.940781
6618.73,2.940948
6618.38,2.941115
6618.246,2.941281
6618.19,2.941448
6618.333,2.941615
6618.651,2.941781
6618.452,2.941948
6618.301,2.942115
6618.174,2.942281
6618.301,2.942448
6618.635,2.942615
6618.452,2.942781
6618.404,2.942948
6618.309,2.943115
6618.857,2.943281
6618.762,2.943448
6618.754,2.943614
6618.738,2.943781
6618.547,2.943948
6618.643,2.944114
6618.437,2.944281
6618.341,2.944448
6618.968,2.944615
6619.024,2.944781
6618.42,2.944948
6618.19,2.945115
6618.325,2.945281
6618.627,2.945448
6618.857,2.945615
6618.38,2.945781
6617.967,2.945948
6618.118,2.946115
6618.523,2.946281
6618.595,2.946448
6618.968,2.946615
6618.754,2.946781
6618.643,2.946948
6618.58,2.947114
6618.413,2.947281
6618.571,2.947448
6618.341,2.947615
6618.468,2.947781
6618.651,2.947948
6618.547,2.948115
6618.857,2.948281
6618.857,2.948448
6618.842,2.948615
6618.714,2.948781
6619.04,2.948948
6619.215,2.949115
6618.873,2.949281
6618.667,2.949448
6618.714,2.949615
6619.199,2.949781
6619.104,2.949948
6618.754,2.950114
6619.016,2.950271
6618.937,2.950438
6618.508,2.950604
6618.659,2.950771
6618.937,2.950938
6618.699,2.951104
6618.389,2.951271
6618.786,2.951437
6619,2.951604
6618.866,2.951781
6618.921,2.951948
6619.135,2.952115
6618.849,2.952281
6618.833,2.952448
6618.547,2.952615
6618.786,2.952781
6618.723,2.952948
6619.096,2.953115
6619.048,2.953281
6618.921,2.953448
6619.104,2.953614
6619.135,2.953781
6618.611,2.953948
6619.064,2.954114
6619.175,2.954281
6618.73,2.954448
6618.985,2.954615
6618.794,2.954781
6618.961,2.954948
6619.135,2.955115
6618.659,2.955281
6619.08,2.955448
6619.144,2.955615
6618.833,2.955781
6619.135,2.955948
6619.382,2.956115
6619.191,2.956281
6619.581,2.956448
6618.929,2.956625
6618.611,2.956792
6619,2.956958
6618.786,2.957125
6618.945,2.957292
6618.977,2.957458
6618.961,2.957625
6619.08,2.957792
6619.287,2.957958
6619.549,2.958125
6619.66,2.958292
6619.397,2.958458
6619.35,2.958625
6619.207,2.958792
6619.318,2.958958
6619.287,2.959125
6619.207,2.959292
6619.501,2.959458
6619.763,2.959625
6619.604,2.959792
6619.43,2.959958
6619.366,2.960114
6619.151,2.960281
6619.175,2.960448
6619.294,2.960614
6619.159,2.960781
6619.12,2.960948
6619.223,2.961115
6619.326,2.961281
6619.175,2.961448
6619.263,2.961615
6619.588,2.961781
6619.35,2.961948
6619.414,2.962115
6619.358,2.962281
6619.064,2.962448
6619.096,2.962615
6619.358,2.962781
6619.421,2.962948
6619.318,2.963115
6618.968,2.963281
6619.008,2.963448
6619.342,2.963614
6620.137,2.963781
6620.105,2.963948
6619.755,2.964115
6619.851,2.964281
6619.525,2.964448
6619.525,2.964615
6619.597,2.964781
6619.318,2.964948
6619.239,2.965115
6619.287,2.965281
6619.477,2.965448
6619.445,2.965615
6619.644,2.965771
6619.159,2.965937
6619.207,2.966104
6619.604,2.966271
6619.612,2.966448
6619.445,2.966614
6619.445,2.966781
6619.509,2.966948
6619.334,2.967114
6619.581,2.967281
6619.66,2.967448
6619.755,2.967615
6619.843,2.967781
6619.795,2.967948
6620.089,2.968115
6619.692,2.968281
6619.716,2.968448
6620.383,2.968615
6620.208,2.968781
6619.906,2.968948
6619.731,2.969115
6620.24,2.969281
6620.113,2.969448
6619.469,2.969615
6619.62,2.969781
6619.421,2.969948
6619.716,2.970114
6620.034,2.970281
6620.042,2.970448
6619.724,2.970614
6619.811,2.970781
6620.034,2.970937
6620.097,2.971104
6620.232,2.971271
6620.049,2.971437
6620.145,2.971604
6619.859,2.971771
6619.915,2.971937
6619.692,2.972104
6619.692,2.972271
6619.271,2.972437
6619.414,2.972604
6619.477,2.972771
6619.557,2.972948
6619.557,2.973114
6619.628,2.973281
6619.636,2.973448
6619.843,2.973614
6620.01,2.973781
6619.827,2.973948
6619.597,2.974115
6619.779,2.974281
6620.049,2.974448
6620.733,2.974615
6620.168,2.974781
6619.652,2.974948
6619.906,2.975115
6619.978,2.975281
6620.025,2.975448
6620.097,2.975615
6620.042,2.975781
6620.049,2.975948
6620.129,2.976115
6620.368,2.976281
6620.161,2.976448
6620.208,2.976614
6620.208,2.976781
6620.225,2.976958
6620.042,2.977125
6620.208,2.977292
6620.177,2.977458
6619.994,2.977625
6620.614,2.977792
6620.034,2.977958
6619.883,2.978125
6620.249,2.978292
6620.757,2.978458
6620.423,2.978625
6620.042,2.978792
6620.034,2.978958
6620.129,2.979135
6620.025,2.979302
6620.256,2.979469
6620.399,2.979635
6620.168,2.979792
6620.566,2.979958
6620.693,2.980125
6619.994,2.980292
6620.201,2.980458
6620.161,2.980625
6620.025,2.980792
6620.129,2.980958
6620.225,2.981125
6620.383,2.981292
6620.177,2.981448
6619.93,2.981615
6619.779,2.981781
6619.787,2.981948
6620.161,2.982115
6620.32,2.982281
6620.034,2.982448
6620.351,2.982615
6620.415,2.982781
6620.161,2.982948
6620.471,2.983114
6619.867,2.983281
6619.875,2.983448
6620.137,2.983614
6620.232,2.983781
6620.383,2.983948
6620.526,2.984115
6620.518,2.984281
6620.622,2.984448
6620.661,2.984615
